POSTAL_CODE,CITY,PROVINCE_ABBR,TIME_ZONE,LATITUDE,LONGITUDE
T6R 0A3,EDMONTON,AB,7,53.460276,-113.579163
T5J 0B7,EDMONTON,AB,7,53.538924,-113.505151
T5N 1J2,EDMONTON,AB,7,53.5558515,-113.577324
T6X 0J6,EDMONTON,AB,7,53.4303608,-113.4722998
T5K 2X7,EDMONTON,AB,7,53.5386152,-113.4991218
T5G 3K5,EDMONTON,AB,7,53.5609611,-113.5212498
T5T 0K7,EDMONTON,AB,7,53.517912,-113.616897
T6V 1B3,EDMONTON,AB,7,53.621098,-113.543828
T6J 3A4,EDMONTON,AB,7,53.465998,-113.503004
T5A 0W9,EDMONTON,AB,7,53.59331,-113.438222
T5W 0R8,EDMONTON,AB,7,53.565895,-113.4124
T6T 0S1,EDMONTON,AB,7,53.47097,-113.383845
T5R 2S1,EDMONTON,AB,7,53.525443,-113.60732
T6T 1P2,EDMONTON,AB,7,53.476219,-113.391746
T6R 0P2,EDMONTON,AB,7,53.4416371,-113.5726471
T6A 2A3,EDMONTON,AB,7,53.555765,-113.414726
T5R 1V7,EDMONTON,AB,7,53.5072906,-113.5889799
T5A 2X9,EDMONTON,AB,7,53.5861,-113.401441
T6L 4Y7,EDMONTON,AB,7,53.463248,-113.415854
T5A 0K1,EDMONTON,AB,7,53.593224,-113.4382994
T6A 0T8,EDMONTON,AB,7,53.5454953,-113.4303281
T6L 1X3,EDMONTON,AB,7,53.472045,-113.421664
T6E 1A2,EDMONTON,AB,7,53.5084705,-113.507839
T6E 4N9,EDMONTON,AB,7,53.503504,-113.44986
T5R 1B9,EDMONTON,AB,7,53.5233714,-113.5779615
T6L 6W8,EDMONTON,AB,7,53.476213,-113.399623
T5T 2E7,EDMONTON,AB,7,53.527204,-113.645122
T5A 0N6,EDMONTON,AB,7,53.598384,-113.435303
T6T 1N1,EDMONTON,AB,7,53.523975,-113.590891
T6H 2S6,EDMONTON,AB,7,53.48654,-113.5044165
T5B 1J7,EDMONTON,AB,7,53.57501,-113.442978
T5W 0C3,EDMONTON,AB,7,53.5596454,-113.3957711
T5S 2T2,EDMONTON,AB,7,53.5530992,-113.6397044
T5P 3A4,EDMONTON,AB,7,53.5449478,-113.5954754
T5X 4H8,EDMONTON,AB,7,53.602403,-113.529722
T5A 3Z7,EDMONTON,AB,7,53.591201,-113.380551
T5C 2E9,EDMONTON,AB,7,53.594856,-113.4538084
T5H 2B7,EDMONTON,AB,7,53.548024,-113.480348
T5N 4B2,EDMONTON,AB,7,53.533762,-113.565741
T6T 1W4,EDMONTON,AB,7,53.467549,-113.388024
T5G 1S6,EDMONTON,AB,7,53.579936,-113.4889
T5X 5J9,EDMONTON,AB,7,53.627889,-113.493553
T6X 0L6,EDMONTON,AB,7,53.4102265,-113.4513935
T6K 2L9,EDMONTON,AB,7,53.4480174,-113.4379067
T5T 3R3,EDMONTON,AB,7,53.536723,-113.635769
T5E 4X7,EDMONTON,AB,7,53.5966865,-113.5066415
T5W 2V1,EDMONTON,AB,7,53.575209,-113.410713
T5Y 1V3,EDMONTON,AB,7,53.606777,-113.372058
T6X 2L7,EDMONTON,AB,7,53.428236,-113.404506
T6A 0L1,EDMONTON,AB,7,53.541214,-113.456966
T6W 5H6,EDMONTON,AB,7,53.3998486,-113.5838404
T5M 0H2,EDMONTON,AB,7,53.551333,-113.535913
T5P 2C6,EDMONTON,AB,7,53.551169,-113.5849234
T6K 2N5,EDMONTON,AB,7,53.481336,-113.453002
T6H 3H6,EDMONTON,AB,7,53.501187,-113.518403
T6L 4G1,EDMONTON,AB,7,53.452861,-113.400819
T6H 3B9,EDMONTON,AB,7,53.506466,-113.512023
T6H 4J2,EDMONTON,AB,7,53.4988792,-113.5759053
T5T 5P5,EDMONTON,AB,7,53.532202,-113.651244
T6W 2H9,EDMONTON,AB,7,53.426872,-113.533265
T6W 0H3,EDMONTON,AB,7,53.4320763,-113.6081348
T5A 2C9,EDMONTON,AB,7,53.608673,-113.441677
T6V 1P8,EDMONTON,AB,7,53.61577,-113.562115
T5M 4E8,EDMONTON,AB,7,53.559648,-113.614521
T6T 1Z4,EDMONTON,AB,7,53.464756,-113.378269
T6G 1K5,EDMONTON,AB,7,53.520735,-113.520786
T5G 2J4,EDMONTON,AB,7,53.5722166,-113.4971503
T5X 5X3,EDMONTON,AB,7,53.641209,-113.501791
T6A 1Y3,EDMONTON,AB,7,53.550063,-113.412769
T6L 1A3,EDMONTON,AB,7,53.474704,-113.430855
T5Y 3T8,EDMONTON,AB,7,53.624211,-113.438908
T5M 1R2,EDMONTON,AB,7,53.556704,-113.561373
T6H 1Y9,EDMONTON,AB,7,53.5015364,-113.5714262
T6H 0B5,EDMONTON,AB,7,53.4848262,-113.561577
T6A 1B8,EDMONTON,AB,7,53.549102,-113.411599
T6L 4A2,EDMONTON,AB,7,53.439852,-113.437658
T6A 1G9,EDMONTON,AB,7,53.549504,-113.43143
T5E 3W5,EDMONTON,AB,7,53.607525,-113.484822
T5X 2Y6,EDMONTON,AB,7,53.619347,-113.53659
T5Y 0H9,EDMONTON,AB,7,53.600123,-113.397412
T5T 7C5,EDMONTON,AB,7,53.514072,-113.702043
T5E 0J8,EDMONTON,AB,7,53.58693,-113.483391
T5P 2V6,EDMONTON,AB,7,53.548161,-113.592078
T5T 2A2,EDMONTON,AB,7,53.499902,-113.630645
T5R 4B7,EDMONTON,AB,7,53.518482,-113.575057
T5R 2B2,EDMONTON,AB,7,53.529296,-113.591906
T6E 6S1,EDMONTON,AB,7,53.48435,-113.471326
T5X 5R7,EDMONTON,AB,7,53.614183,-113.508008
T5Z 1Y4,EDMONTON,AB,7,53.630697,-113.4884
T5E 3Y5,EDMONTON,AB,7,53.5952184,-113.4875765
T5E 4M4,EDMONTON,AB,7,53.5920913,-113.4969297
T6J 4S7,EDMONTON,AB,7,53.455986,-113.538094
T5E 6T4,EDMONTON,AB,7,53.588705,-113.501258
T5E 3E8,EDMONTON,AB,7,53.5986648,-113.4743511
T5T 7C2,EDMONTON,AB,7,53.513056,-113.709036
T5R 4M8,EDMONTON,AB,7,53.522483,-113.603133
T5Y 1X1,EDMONTON,AB,7,53.609759,-113.379673
T5T 5W9,EDMONTON,AB,7,53.5099405,-113.6476195
T5Y 1S3,EDMONTON,AB,7,53.600868,-113.393547
T5A 1W5,EDMONTON,AB,7,53.6122335,-113.433096
T6E 0B5,EDMONTON,AB,7,53.5191662,-113.4855675
T5N 3N9,EDMONTON,AB,7,53.547594,-113.54153
T5H 2C6,EDMONTON,AB,7,53.552268,-113.482694
T5T 7A8,EDMONTON,AB,7,53.515641,-113.637677
T5W 3W6,EDMONTON,AB,7,53.570218,-113.43071
T5P 0T8,EDMONTON,AB,7,53.5488134,-113.5961087
T5H 1N9,EDMONTON,AB,7,53.543857,-113.466616
T5T 4H6,EDMONTON,AB,7,53.517601,-113.6520189
T5C 0C1,EDMONTON,AB,7,53.585189,-113.444452
T6V 0C9,EDMONTON,AB,7,53.621225,-113.558662
T5C 0A8,EDMONTON,AB,7,53.587746,-113.442917
T5T 3H8,EDMONTON,AB,7,53.535401,-113.632015
T5M 0N3,EDMONTON,AB,7,53.565375,-113.537706
T5C 0P9,EDMONTON,AB,7,53.5893,-113.452369
T6J 2Y1,EDMONTON,AB,7,53.4623608,-113.4974701
T5G 2Z1,EDMONTON,AB,7,53.580393,-113.491955
T5P 0J4,EDMONTON,AB,7,53.537498,-113.594419
T6W 0B4,EDMONTON,AB,7,53.4221517,-113.531457
T6L 5M4,EDMONTON,AB,7,53.476885,-113.400885
T6C 4A9,EDMONTON,AB,7,53.5051745,-113.4489035
T6L 1Z3,EDMONTON,AB,7,53.439929,-113.420364
T5B 0W8,EDMONTON,AB,7,53.571962,-113.481956
T5C 1K9,EDMONTON,AB,7,53.588476,-113.462702
T6H 1T2,EDMONTON,AB,7,53.5012112,-113.5093317
T6J 2C5,EDMONTON,AB,7,53.472317,-113.552369
T6H 0X5,EDMONTON,AB,7,53.493217,-113.492323
T5X 5Y3,EDMONTON,AB,7,53.6173348,-113.5175819
T6R 1T1,EDMONTON,AB,7,53.468459,-113.601596
T5T 3R1,EDMONTON,AB,7,53.536943,-113.629696
T6L 4C9,EDMONTON,AB,7,53.460799,-113.403566
T5R 0G5,EDMONTON,AB,7,53.516438,-113.560988
T6L 0A8,EDMONTON,AB,7,53.459698,-113.415652
T5X 5L2,EDMONTON,AB,7,53.6260625,-113.4935595
T6X 0N2,EDMONTON,AB,7,53.4195334,-113.4392577
T6G 1S7,EDMONTON,AB,7,53.511418,-113.534648
T6B 2V6,EDMONTON,AB,7,53.4808115,-113.3937375
T6H 0B1,EDMONTON,AB,7,53.484798,-113.504614
T6K 3T7,EDMONTON,AB,7,53.463417,-113.457542
T6H 1N4,EDMONTON,AB,7,53.497748,-113.54271
T6C 0V5,EDMONTON,AB,7,53.517043,-113.443482
T5K 0X5,EDMONTON,AB,7,53.533467,-113.497262
T6H 5C9,EDMONTON,AB,7,53.490334,-113.5736486
T6E 2K7,EDMONTON,AB,7,53.520973,-113.505168
T5C 2E6,EDMONTON,AB,7,53.593866,-113.464024
T6V 1J4,EDMONTON,AB,7,53.623542,-113.5501805
T5H 1H1,EDMONTON,AB,7,53.5589677,-113.4820656
T6L 2Z1,EDMONTON,AB,7,53.47127,-113.422032
T5G 1R1,EDMONTON,AB,7,53.5690519,-113.488409
T6C 2Y4,EDMONTON,AB,7,53.5107835,-113.4552175
T6J 5C1,EDMONTON,AB,7,53.447989,-113.49768
T5T 4L5,EDMONTON,AB,7,53.533846,-113.6398455
T5M 1K3,EDMONTON,AB,7,53.556362,-113.555517
T6A 1N9,EDMONTON,AB,7,53.556599,-113.410045
T5H 3V3,EDMONTON,AB,7,53.545183,-113.478947
T6R 3R1,EDMONTON,AB,7,53.444378,-113.586025
T5H 1Y4,EDMONTON,AB,7,53.554629,-113.480374
T6L 6Y6,EDMONTON,AB,7,53.445797,-113.417032
T6A 2B7,EDMONTON,AB,7,53.557492,-113.416168
T5C 1N5,EDMONTON,AB,7,53.5900176,-113.465238
T5Y 1Z8,EDMONTON,AB,7,53.612028,-113.381947
T6V 1L1,EDMONTON,AB,7,53.612138,-113.551611
T5R 2N1,EDMONTON,AB,7,53.51293,-113.602568
T6J 3A1,EDMONTON,AB,7,53.4629315,-113.497897
T6M 0X6,EDMONTON,AB,7,53.451369,-113.665479
T5M 2H1,EDMONTON,AB,7,53.554386,-113.561722
T6K 1S3,EDMONTON,AB,7,53.47061,-113.439662
T5E 4V2,EDMONTON,AB,7,53.5849726,-113.5041848
T5C 3L8,EDMONTON,AB,7,53.615377,-113.466177
T5G 1G3,EDMONTON,AB,7,53.578426,-113.484238
T6C 3E8,EDMONTON,AB,7,53.533771,-113.4583815
T6V 1Y2,EDMONTON,AB,7,53.60755,-113.564699
T6W 0B6,EDMONTON,AB,7,53.418854,-113.536396
T6W 0C8,EDMONTON,AB,7,53.4094396,-113.5341877
T5H 3M1,EDMONTON,AB,7,53.549933,-113.521179
T6J 2Y9,EDMONTON,AB,7,53.465171,-113.505394
T5R 1K2,EDMONTON,AB,7,53.530885,-113.581182
T5T 5N9,EDMONTON,AB,7,53.508595,-113.634643
T6J 0M3,EDMONTON,AB,7,53.4737995,-113.5184067
T5P 1A4,EDMONTON,AB,7,53.552602,-113.589519
T6B 3R8,EDMONTON,AB,7,53.5191111,-113.4159033
T6R 1H4,EDMONTON,AB,7,53.476422,-113.602903
T6M 0S4,EDMONTON,AB,7,53.486189,-113.639265
T5J 1M4,EDMONTON,AB,7,53.539101,-113.508523
T5B 3S6,EDMONTON,AB,7,53.575262,-113.476196
T6X 2L4,EDMONTON,AB,7,53.404597,-113.464277
T6M 1A8,EDMONTON,AB,7,53.4919638,-113.6179069
T6M 1G2,EDMONTON,AB,7,53.495625,-113.624777
T6E 5K4,EDMONTON,AB,7,53.488466,-113.470401
T6E 4N4,EDMONTON,AB,7,53.501209,-113.447875
T5X 4E8,EDMONTON,AB,7,53.619448,-113.498963
T6N 1B2,EDMONTON,AB,7,53.4567555,-113.475328
T5B 0E1,EDMONTON,AB,7,53.560782,-113.47516
T5X 2X3,EDMONTON,AB,7,53.617303,-113.5319025
T5N 3K1,EDMONTON,AB,7,53.5477904,-113.5411664
T6M 2H3,EDMONTON,AB,7,53.481607,-113.649128
T5Z 3Z6,EDMONTON,AB,7,53.624117,-113.44767
T6K 0H6,EDMONTON,AB,7,53.471557,-113.460251
T5P 4S2,EDMONTON,AB,7,53.537579,-113.614904
T6W 0B3,EDMONTON,AB,7,53.53279,-113.503383
T6L 4J8,EDMONTON,AB,7,53.450764,-113.427001
T6J 2G4,EDMONTON,AB,7,53.472183,-113.517683
T6J 5A9,EDMONTON,AB,7,53.446588,-113.500058
T5N 0L1,EDMONTON,AB,7,53.542105,-113.558108
T5C 3E6,EDMONTON,AB,7,53.602314,-113.442828
T5T 1S3,EDMONTON,AB,7,53.526889,-113.646508
T6J 1E9,EDMONTON,AB,7,53.469039,-113.51764
T6A 0Z8,EDMONTON,AB,7,53.547359,-113.4426505
T5E 6C5,EDMONTON,AB,7,53.531771,-113.585057
T5C 0H2,EDMONTON,AB,7,53.5877033,-113.4474235
T5X 4K1,EDMONTON,AB,7,53.6002885,-113.526523
T6A 2J2,EDMONTON,AB,7,53.544823,-113.423109
T5R 3A2,EDMONTON,AB,7,53.507883,-113.588245
T5M 0R2,EDMONTON,AB,7,53.5606,-113.539481
T5S 0M8,EDMONTON,AB,7,53.585799,-113.690061
T5Y 3W4,EDMONTON,AB,7,53.6135357,-113.3667303
T6X 0G7,EDMONTON,AB,7,53.4195,-113.521451
T6H 4Z7,EDMONTON,AB,7,53.4925846,-113.5816855
T6N 1B5,EDMONTON,AB,7,53.46593,-113.486017
T6H 0P6,EDMONTON,AB,7,53.488815,-113.552111
T5C 1M9,EDMONTON,AB,7,53.5861728,-113.4652821
T6L 6P6,EDMONTON,AB,7,53.482438,-113.41523
T5N 3T2,EDMONTON,AB,7,53.538959,-113.569554
T6K 3W1,EDMONTON,AB,7,53.4608327,-113.4532231
T5E 3H5,EDMONTON,AB,7,53.58968,-113.4761985
T5E 5Y7,EDMONTON,AB,7,53.603195,-113.487462
T5T 1J5,EDMONTON,AB,7,53.520927,-113.646034
T5B 1W3,EDMONTON,AB,7,53.570057,-113.451237
T5A 4M6,EDMONTON,AB,7,53.608682,-113.419946
T5V 1E2,EDMONTON,AB,7,53.584989,-113.590292
T6H 6A2,EDMONTON,AB,7,53.487605,-113.49907
T6J 3W2,EDMONTON,AB,7,53.4645145,-113.5251646
T5T 0E2,EDMONTON,AB,7,53.509824,-113.619375
T5A 2B3,EDMONTON,AB,7,53.609871,-113.438355
T5Y 2V2,EDMONTON,AB,7,53.624059,-113.426122
T5E 2X3,EDMONTON,AB,7,53.597231,-113.469031
T5W 0S4,EDMONTON,AB,7,53.5667549,-113.393808
T6J 2Y2,EDMONTON,AB,7,53.4624022,-113.4986265
T6J 3Z8,EDMONTON,AB,7,53.4603276,-113.5327345
T5H 1A4,EDMONTON,AB,7,53.554203,-113.487331
T5K 0N1,EDMONTON,AB,7,53.5364241,-113.5118292
T5T 0J6,EDMONTON,AB,7,53.508564,-113.619157
T5T 2T7,EDMONTON,AB,7,53.495911,-113.644902
T5L 3H5,EDMONTON,AB,7,53.584953,-113.563797
T5N 3X8,EDMONTON,AB,7,53.5413239,-113.5320635
T6T 2N2,EDMONTON,AB,7,53.447804,-113.370103
T5Y 3T2,EDMONTON,AB,7,53.625031,-113.438257
T6E 6C9,EDMONTON,AB,7,53.499788,-113.487477
T5W 2S5,EDMONTON,AB,7,53.5706321,-113.4090016
T5Y 0K8,EDMONTON,AB,7,53.656598,-113.382992
T6W 1J9,EDMONTON,AB,7,53.41797,-113.51368
T5X 6H1,EDMONTON,AB,7,53.643514,-113.503316
T6J 3M7,EDMONTON,AB,7,53.468136,-113.520998
T6J 4S3,EDMONTON,AB,7,53.454853,-113.520217
T6W 3G5,EDMONTON,AB,7,53.401659,-113.526086
T5T 1J6,EDMONTON,AB,7,53.520918,-113.644872
T5E 4J8,EDMONTON,AB,7,53.592141,-113.495502
T6W 3W6,EDMONTON,AB,7,53.4361634,-113.617596
T5R 5G6,EDMONTON,AB,7,53.528392,-113.572868
T6B 0J6,EDMONTON,AB,7,53.520887,-113.425926
T6L 6X3,EDMONTON,AB,7,53.465558,-113.4272049
T6H 1V3,EDMONTON,AB,7,53.5018681,-113.5000745
T6B 2S3,EDMONTON,AB,7,53.5109809,-113.4166013
T5V 1A3,EDMONTON,AB,7,53.573554,-113.578191
T6E 0S1,EDMONTON,AB,7,53.505863,-113.4704876
T5T 7H7,EDMONTON,AB,7,53.520926,-113.698169
T6K 3T9,EDMONTON,AB,7,53.4444,-113.440262
T6R 0G8,EDMONTON,AB,7,53.453234,-113.580693
T5T 2N7,EDMONTON,AB,7,53.496924,-113.642659
T5Y 6A5,EDMONTON,AB,7,53.6273419,-113.3791521
T6X 2E2,EDMONTON,AB,7,53.48207,-113.538754
T6E 4Z4,EDMONTON,AB,7,53.516277,-113.500456
T5E 6X5,EDMONTON,AB,7,53.601628,-113.51175
T5Y 3R3,EDMONTON,AB,7,53.640648,-113.433583
T5J 4L5,EDMONTON,AB,7,53.541989,-113.495572
T6E 0E9,EDMONTON,AB,7,53.4996,-113.462714
T6Y 0J4,EDMONTON,AB,7,53.4922591,-113.6493153
T5W 0V3,EDMONTON,AB,7,53.567684,-113.400146
T5P 0X5,EDMONTON,AB,7,53.5507427,-113.595473
T6R 0H3,EDMONTON,AB,7,53.4478263,-113.5635548
T5R 0H3,EDMONTON,AB,7,53.5133576,-113.5625338
T5T 3E9,EDMONTON,AB,7,53.5049185,-113.6314555
T5B 2T3,EDMONTON,AB,7,53.5768249,-113.4653948
T5K 2R2,EDMONTON,AB,7,53.538852,-113.51965
T5W 0H3,EDMONTON,AB,7,53.563227,-113.393859
T6J 4A7,EDMONTON,AB,7,53.465985,-113.497601
T5M 4B9,EDMONTON,AB,7,53.5665632,-113.5971166
T6A 3H5,EDMONTON,AB,7,53.550157,-113.449279
T6X 2P1,EDMONTON,AB,7,53.411374,-113.424866
T5L 0S4,EDMONTON,AB,7,53.573657,-113.53772
T6N 0A2,EDMONTON,AB,7,53.642363,-113.496833
T5P 3A7,EDMONTON,AB,7,53.5468366,-113.5954451
T6K 2X3,EDMONTON,AB,7,53.457577,-113.460116
T5P 2Z8,EDMONTON,AB,7,53.53764,-113.59558
T6M 0E2,EDMONTON,AB,7,53.472216,-113.639423
T5A 4W8,EDMONTON,AB,7,53.614644,-113.437445
T5H 1C7,EDMONTON,AB,7,53.5563805,-113.4857387
T6C 2K6,EDMONTON,AB,7,53.533,-113.444391
T6H 1M1,EDMONTON,AB,7,53.498395,-113.509516
T5K 1X4,EDMONTON,AB,7,53.5417486,-113.5230692
T5L 1J5,EDMONTON,AB,7,53.59057,-113.5442124
T6X 2G7,EDMONTON,AB,7,53.4156118,-113.4332049
T5X 1W1,EDMONTON,AB,7,53.6091676,-113.5347987
T5G 0E2,EDMONTON,AB,7,53.558711,-113.521548
T6W 0J1,EDMONTON,AB,7,53.4250601,-113.5291247
T5R 3Z4,EDMONTON,AB,7,53.517705,-113.570556
T5A 0W8,EDMONTON,AB,7,53.5907028,-113.4380185
T5H 3L4,EDMONTON,AB,7,53.5547,-113.519464
T5R 1A7,EDMONTON,AB,7,53.530731,-113.576275
T6W 4R7,EDMONTON,AB,7,53.5461245,-113.4938229
T5Z 3V2,EDMONTON,AB,7,53.429821,-113.491634
T5B 3Z1,EDMONTON,AB,7,53.574708,-113.479629
T5L 2R2,EDMONTON,AB,7,53.573497,-113.544428
T5H 2N9,EDMONTON,AB,7,53.551709,-113.490717
T5G 2E5,EDMONTON,AB,7,53.5626915,-113.4952699
T6A 2E1,EDMONTON,AB,7,53.552698,-113.418671
T6L 1H1,EDMONTON,AB,7,53.470738,-113.431926
T5G 0G1,EDMONTON,AB,7,53.5599045,-113.5193515
T6T 1X8,EDMONTON,AB,7,53.4808697,-113.3783654
T5X 3L1,EDMONTON,AB,7,53.632481,-113.513437
T5K 0E9,EDMONTON,AB,7,53.538933,-113.505151
T5E 0G6,EDMONTON,AB,7,53.5860812,-113.4766218
T6H 3L7,EDMONTON,AB,7,53.488403,-113.524005
T6L 1M5,EDMONTON,AB,7,53.4511015,-113.431023
T5B 0M3,EDMONTON,AB,7,53.567344,-113.472556
T5C 0G6,EDMONTON,AB,7,53.5986024,-113.4459636
T6P 0E8,EDMONTON,AB,7,53.5148512,-113.3689407
T5J 1E3,EDMONTON,AB,7,53.5433224,-113.5011722
T5L 0G4,EDMONTON,AB,7,53.592267,-113.531967
T6C 0B3,EDMONTON,AB,7,53.506736,-113.455179
T5Y 0E4,EDMONTON,AB,7,53.605612,-113.395683
T5E 5P5,EDMONTON,AB,7,53.594451,-113.528312
T5S 0K6,EDMONTON,AB,7,53.523709,-113.677482
T5M 4A1,EDMONTON,AB,7,53.559497,-113.56568
T5C 3E4,EDMONTON,AB,7,53.605718,-113.4514929
T5L 3Z1,EDMONTON,AB,7,53.595494,-113.560742
T5P 4A4,EDMONTON,AB,7,53.541308,-113.601216
T5A 4K9,EDMONTON,AB,7,53.583739,-113.410992
T5Y 3J3,EDMONTON,AB,7,53.628258,-113.442016
T6R 3G4,EDMONTON,AB,7,53.459383,-113.561784
T5B 1G2,EDMONTON,AB,7,53.581526,-113.478217
T5K 2B5,EDMONTON,AB,7,53.5389024,-113.495192
T6L 2B8,EDMONTON,AB,7,53.4471487,-113.430203
T5X 4Y9,EDMONTON,AB,7,53.6232115,-113.4946584
T6H 1Z8,EDMONTON,AB,7,53.5040667,-113.5051345
T5N 3C1,EDMONTON,AB,7,53.542244,-113.574273
T6H 0N4,EDMONTON,AB,7,53.489035,-113.54389
T6E 5A6,EDMONTON,AB,7,53.488259,-113.470515
T6E 4R4,EDMONTON,AB,7,53.509124,-113.539832
T6C 3P2,EDMONTON,AB,7,53.529453,-113.466905
T5L 1R3,EDMONTON,AB,7,53.5876976,-113.5486749
T6L 2J7,EDMONTON,AB,7,53.470954,-113.416757
T6E 0N5,EDMONTON,AB,7,53.504048,-113.470614
T5R 4J6,EDMONTON,AB,7,53.520379,-113.56751
T5J 5B9,EDMONTON,AB,7,53.5410643,-113.5094541
T6J 5V5,EDMONTON,AB,7,53.4575383,-113.4921461
T6B 0P3,EDMONTON,AB,7,53.524991,-113.431748
T6H 0L7,EDMONTON,AB,7,53.488289,-113.521093
T6E 1Y2,EDMONTON,AB,7,53.517264,-113.5064609
T5H 0A5,EDMONTON,AB,7,53.542025,-113.473389
T6C 3L7,EDMONTON,AB,7,53.523612,-113.465355
T5P 3W7,EDMONTON,AB,7,53.5368576,-113.6116276
T6T 2L8,EDMONTON,AB,7,53.47318,-113.34608
T6K 3C4,EDMONTON,AB,7,53.449939,-113.459473
T5B 2G2,EDMONTON,AB,7,53.57138,-113.459448
T6H 3B8,EDMONTON,AB,7,53.505824,-113.512023
T5H 2A1,EDMONTON,AB,7,53.557026,-113.483215
T5W 1W5,EDMONTON,AB,7,53.559703,-113.389781
T5J 1E8,EDMONTON,AB,7,53.545301,-113.501038
T5C 2P9,EDMONTON,AB,7,53.6053181,-113.453056
T6J 2C6,EDMONTON,AB,7,53.469328,-113.551538
T6J 7B4,EDMONTON,AB,7,53.4386557,-113.5341096
T6J 2J6,EDMONTON,AB,7,53.4750315,-113.500685
T6B 0Z3,EDMONTON,AB,7,53.533912,-113.41993
T5R 4N9,EDMONTON,AB,7,53.521252,-113.562736
T6W 2R9,EDMONTON,AB,7,53.426872,-113.533265
T6A 1W7,EDMONTON,AB,7,53.544233,-113.411266
T6W 3X3,EDMONTON,AB,7,53.411225,-113.5269992
T6E 1R6,EDMONTON,AB,7,53.4963147,-113.4706456
T6R 3R8,EDMONTON,AB,7,53.44985,-113.5842595
T5P 3C9,EDMONTON,AB,7,53.5347523,-113.5971592
T6J 4Y1,EDMONTON,AB,7,53.454833,-113.524672
T5K 1P2,EDMONTON,AB,7,53.5418748,-113.5156764
T5P 1N7,EDMONTON,AB,7,53.5363359,-113.5795346
T6R 1V3,EDMONTON,AB,7,53.462484,-113.596129
T6W 0B5,EDMONTON,AB,7,53.4316563,-113.5188357
T5T 6C8,EDMONTON,AB,7,53.429336,-113.49164
T6L 6M8,EDMONTON,AB,7,53.474266,-113.397582
T5R 3H1,EDMONTON,AB,7,53.5140208,-113.5700362
T6K 2B6,EDMONTON,AB,7,53.448958,-113.444738
T6H 5L3,EDMONTON,AB,7,53.4854405,-113.574813
T5Z 3B5,EDMONTON,AB,7,53.617214,-113.472506
T6W 3S2,EDMONTON,AB,7,53.406978,-113.5730078
T6V 0A4,EDMONTON,AB,7,53.606689,-113.562632
T5V 1H5,EDMONTON,AB,7,53.5707115,-113.5970895
T5N 0B1,EDMONTON,AB,7,53.531519,-113.571197
T5K 1W2,EDMONTON,AB,7,53.5423455,-113.5212778
T5B 4G6,EDMONTON,AB,7,53.571072,-113.464012
T5N 1Z2,EDMONTON,AB,7,53.5469946,-113.5495246
T5L 0P2,EDMONTON,AB,7,53.585072,-113.536597
T5E 6S5,EDMONTON,AB,7,53.588705,-113.501258
T5N 1L1,EDMONTON,AB,7,53.5455392,-113.5308677
T6J 1T7,EDMONTON,AB,7,53.479839,-113.534657
T6C 1W6,EDMONTON,AB,7,53.530809,-113.464634
T5P 0S9,EDMONTON,AB,7,53.5475856,-113.5950061
T5R 5R3,EDMONTON,AB,7,53.514034,-113.555507
T5H 0N4,EDMONTON,AB,7,53.55072,-113.485584
T5L 4S6,EDMONTON,AB,7,53.570339,-113.564919
T6G 0K6,EDMONTON,AB,7,53.512245,-113.529023
T5L 3B6,EDMONTON,AB,7,53.580528,-113.559738
T6X 2V2,EDMONTON,AB,7,53.4873315,-113.5265468
T6H 2P6,EDMONTON,AB,7,53.496469,-113.500793
T6J 6P9,EDMONTON,AB,7,53.4540355,-113.5130897
T5E 0M8,EDMONTON,AB,7,53.58757,-113.523543
T5N 3R3,EDMONTON,AB,7,53.5430513,-113.5659389
T5T 1M5,EDMONTON,AB,7,53.5213755,-113.644947
T5N 1V2,EDMONTON,AB,7,53.547894,-113.539465
T5P 4P6,EDMONTON,AB,7,53.5560681,-113.6134213
T5T 4Y7,EDMONTON,AB,7,53.51959,-113.647209
T6H 1Z5,EDMONTON,AB,7,53.5035,-113.500527
T5H 0W6,EDMONTON,AB,7,53.5514803,-113.5046367
T5K 2T6,EDMONTON,AB,7,53.546195,-113.525111
T6E 2P3,EDMONTON,AB,7,53.52268,-113.491448
T6M 2C3,EDMONTON,AB,7,53.4953,-113.609635
T5P 2H4,EDMONTON,AB,7,53.544379,-113.586838
T5P 0T1,EDMONTON,AB,7,53.547385,-113.599379
T6J 2G5,EDMONTON,AB,7,53.474128,-113.522255
T5W 1P7,EDMONTON,AB,7,53.576713,-113.394925
T5J 4Y8,EDMONTON,AB,7,53.546295,-113.49426
T5B 1H3,EDMONTON,AB,7,53.564606,-113.439356
T5R 0T9,EDMONTON,AB,7,53.5224798,-113.5702468
T5T 4C8,EDMONTON,AB,7,53.5246675,-113.6288065
T6K 0H5,EDMONTON,AB,7,53.46614,-113.462969
T6L 1V3,EDMONTON,AB,7,53.47129,-113.429876
T5T 1E7,EDMONTON,AB,7,53.505848,-113.604811
T6R 0J3,EDMONTON,AB,7,53.4394737,-113.5633079
T5B 3J3,EDMONTON,AB,7,53.564398,-113.473309
T6R 2T5,EDMONTON,AB,7,53.450236,-113.580989
T6H 1M6,EDMONTON,AB,7,53.49892,-113.503144
T5R 4L6,EDMONTON,AB,7,53.528424,-113.585238
T5X 5S1,EDMONTON,AB,7,53.614183,-113.508091
